产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
MIDDLETON BEANIE,HO8191002|DBL|ONE,$28.00,$0,DUST BLUE,['ONE SIZE'],"['O-Neill Men-s reversible slouch beanie', 'Ribbed knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_dbl_f_77fe8421-8372-45f6-858a-c70407740f37.jpg?v=1537290982', 'https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_dbl_2.jpg?v=1537833705']",11,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8191002-dbl-middleton
MIDDLETON BEANIE,HO8191002|BLK|ONE,$28.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s reversible slouch beanie', 'Ribbed knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_blk_f_8e7aa1f6-01ed-4d5f-9c7d-6232a15bd201.jpg?v=1537290980', 'https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_blk_2.jpg?v=1537833709']",12,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8191002-blk-middleton
LODOWN HAT,SP8196013|BLK|S/M,$19.99,$26.00,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_blk_f.jpg?v=1541451277', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_blk_b.jpg?v=1541451277']",13,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-blk-lodown-hat
LODOWN HAT,SP8196013|BGR|S/M,$19.99,$26.00,GREY W/ BLACK,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_bgr_f.jpg?v=1538683735', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_bgr_b.jpg?v=1539034228']",14,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-bgr-lodown-hat
LODOWN HAT,SP8196013|MID|S/M,$19.99,$26.00,MIDNIGHT,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_mid_f.jpg?v=1538683737', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_mid_b.jpg?v=1539033723']",15,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-mid-lodown-hat
CLEAN AND MEAN HAT,FA6196011|MID|S/M,$19.99,$26.00,MIDNIGHT,"['S/M', 'L/XL']","['O-Neill men-s Flexfit® X fit hat', 'Front panel 3D logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']",['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_mid_f.jpg?v=1538683733'],16,mens,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-mid-clean-and-mean-hat
SHOCKER HAT,HO8196008|BRN|ONE,$26.00,$0,BROWN,['ONE SIZE'],"['O-Neill Men-s Flexfit® snapback hat', 'Structured, mid profile design', 'Front logo embroidery and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8196008_brn_f_6b83dcfc-d067-4105-8653-1b154056b123.jpg?v=1537291015', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8196008_brn_b.jpg?v=1537831003']",17,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196008-brn-shocker
SHOCKER HAT,HO8196008|NVY|ONE,$19.99,$26.00,NAVY,['ONE SIZE'],"['O-Neill Men-s Flexfit® snapback hat', 'Structured, mid profile design', 'Front logo embroidery and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8196008_nvy_f_ee1080fa-5668-4dc4-ad88-b3d7fbf72618.jpg?v=1537291017', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8196008_nvy_b.jpg?v=1537831000']",18,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196008-nvy-shocker
BAR 107 HAT,HO8196004|BLK|ONE,$22.99,$30.00,BLACK,['ONE SIZE'],"['O-Neill Men-s New Era 6 panel structured hat', 'Snap back design', 'Direct embroidery logo', 'Rear flag label', '85% Acrylic, 15% Wool']","['https://cdn.shopify.com/s/files/1/2034/7683/products/bar107_HO8196004_blk_f_5de1c153-5907-4fab-a825-5948d560407e.jpg?v=1537291004', 'https://cdn.shopify.com/s/files/1/2034/7683/products/bar107_HO8196004_blk_b.jpg?v=1537806404']",19,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196004-blk-bar-107
BAR 107 HAT,HO8196004|HGR|ONE,$30.00,$0,HEATHER GREY,['ONE SIZE'],"['O-Neill Men-s New Era 6 panel structured hat', 'Snap back design', 'Direct embroidery logo', 'Rear flag label', '85% Acrylic, 15% Wool']","['https://cdn.shopify.com/s/files/1/2034/7683/products/bar107_HO8196004_hgr_f_b8979471-72d8-4d61-b3b9-ed1617250e20.jpg?v=1537291006', 'https://cdn.shopify.com/s/files/1/2034/7683/products/bar107_HO8196004_hgr_b.jpg?v=1537806407']",20,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196004-hgr-bar-107
HAWTHORNE HAT,HO8196014|BLK|S/M,$28.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® X-fit stretch cotton hat', '3d front logo direct embroidery', 'Rear flat direct embroidery', '92% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hawthorn_HO8196014_blk_f.jpg?v=1537489079', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hawthorn_HO8196014_blk_b.jpg?v=1537815156']",21,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196014-blk-hawthorne
HAWTHORNE HAT,HO8196014|WNE|S/M,$28.00,$0,WINE,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® X-fit stretch cotton hat', '3d front logo direct embroidery', 'Rear flat direct embroidery', '92% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hawthorn_HO8196014_bur_f.jpg?v=1537552525', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hawthorn_HO8196014_bur_b.jpg?v=1537552525']",22,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196014-wne-hawthorne
NEIGHBORHOOD HAT,HO8196003|SLT|ONE,$22.99,$30.00,SLATE,['ONE SIZE'],"['O-Neill Men-s lo profile 6 panel hat', 'Leather strap back', '16 wale cord design', 'Front faux leather patch', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/neighborhood_HO8196003_slt_f_7e264cd4-c5dd-4330-9fda-e1026af3330d.jpg?v=1537291002', 'https://cdn.shopify.com/s/files/1/2034/7683/products/neighborhood_HO8196003_slt_b.jpg?v=1537832685']",23,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196003-slt-neighborhood
CAPITAL HAT,HO8196002|BLK|S/M,$20.99,$28.00,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® cotton twill hat', 'Flat direct logo embroidery', 'Rear flat embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_blk_f.jpg?v=1537489086', 'https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_blk_b.jpg?v=1537809494']",24,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196002-blk-capital
CAPITAL HAT,HO8196002|GRY|S/M,$20.99,$28.00,GREY,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® cotton twill hat', 'Flat direct logo embroidery', 'Rear flat embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_gry_f.jpg?v=1537489085', 'https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_gry_b.jpg?v=1537809498']",25,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196002-gry-capital
SPLITS HAT,HO8196005|ASH|ONE,$20.99,$28.00,ASPHALT HEATHER,['ONE SIZE'],"['O-Neill Men-s Flexfit® 6 panel snapback hat', 'Lo profile, structured design', 'Front split fabrication', 'Bonded front label and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_blk_f.jpg?v=1537560955', 'https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_blk_b.jpg?v=1537560955']",26,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196005-ash-splits
SPLITS HAT,HO8196005|DKA|ONE,$20.99,$28.00,DARK ARMY,['ONE SIZE'],"['O-Neill Men-s Flexfit® 6 panel snapback hat', 'Lo profile, structured design', 'Front split fabrication', 'Bonded front label and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_dka_f_8217c859-9ca2-4a06-bddc-969712ddfc48.jpg?v=1537291009', 'https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_dka_b.jpg?v=1537560947']",27,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196005-dka-splits
WAREHOUSE HAT,HO8196001|BLK|S/M,$20.99,$28.00,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® mid profile snapback', 'Direct flat logo embroidery', 'Flat rear wave embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_blk_f.jpg?v=1537489087', 'https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_blk_b.jpg?v=1537826381']",28,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196001-blk-warehouse
WAREHOUSE HAT,HO8196001|NVY|S/M,$20.99,$28.00,NAVY,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® mid profile snapback', 'Direct flat logo embroidery', 'Flat rear wave embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_nvy_f.jpg?v=1537489086', 'https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_nvy_b.jpg?v=1537826378']",29,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196001-nvy-warehouse
WATTS HAT,HO8196006|BLK|ONE,$20.99,$28.00,BLACK,['ONE SIZE'],"['O-Neill Men-s low-profile unstructured hat', '5 Panel, snapback design', 'Crushable visor', 'Front flat embroidery and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/watts_HO8196006_blk_f_72e661d2-b04c-4ef4-86df-85984185bf8a.jpg?v=1537291013', 'https://cdn.shopify.com/s/files/1/2034/7683/products/watts_HO8196006_blk_b.jpg?v=1537826346']",30,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196006-blk-watts-hat
HOOVER TRUCKER HAT,HO8196012|DNY|ONE,$14.99,$20.00,DARK NAVY,['ONE SIZE'],"['O-Neill Men-s Flexfit® foam trucker hat', 'Mid profile, snapback design', 'Multi logo patch and rear flag label', '55% Cotton, 45% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hoovertrucker_HO8196012_dny_f_819fd83c-2924-4d84-bcda-428f65ccb83e.jpg?v=1537291029', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hoovertrucker_HO8196012_nvy_b_deba2e92-6d3b-4e1b-ba86-e8695e72e562.jpg?v=1537815627']",31,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196012-dny-hoover-trucker
CLEAN AND MEAN HAT,FA6196011|BLK|S/M,$26.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill men-s Flexfit® X fit hat', 'Front panel 3D logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_blk_f_bca8517a-c484-4b55-b5a2-d14da7cd0272.jpg?v=1525137558', 'https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_blk_b_c6b1d337-589c-4c57-a131-528a87e61ad5.jpg?v=1525137558']",32,mens,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-blk-clean-and-mean-hat
CLEAN AND MEAN HAT,FA6196011|GRY|S/M,$19.99,$26.00,GREY,"['S/M', 'L/XL']","['O-Neill men-s Flexfit® X fit hat', 'Front panel 3D logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']",['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_gry_f.jpg?v=1538683732'],33,mens,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-gry-clean-and-mean-hat
HYBRID HAT,SP8196015|MID|S/M,$35.00,$0,MIDNIGHT,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_mid_f_03fa0053-657d-4bad-a9e7-5fb1022cee2a.jpg?v=1539046273', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_mid_b.jpg?v=1539046273']",34,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196015-mid-hybrid-hat
STAPLE HAT,SU8196012|HGR|S/M,$20.99,$28.00,HEATHER GREY,"['S/M', 'L/XL']","['ONeill Men-s hat', 'Flexfit® X fit', 'Front panel embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/staplehat_SU8196012_hgr_f.jpg?v=1540260847', 'https://cdn.shopify.com/s/files/1/2034/7683/products/staplehat_SU8196012_hgr_b.jpg?v=1540260847']",35,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196012-hgr-staple-hat
SIGNAL BEANIE,HO6191001|BLK|ONE,$18.00,$0,STONE,['ONE'],"['Visor beanie', '100% Acrylic', 'Tubular Knit', 'Embroidered Label ']",['https://cdn.shopify.com/s/files/1/2034/7683/products/LSDJHSJDV.jpg?v=1543537346'],36,mens,1,https://us.oneill.com/collections/mens-hats/products/signal-beanie
WETLANDS HAT,SP8192002|GRY|ONE,$26.00,$0,GREY,['ONE SIZE'],"['O-Neill Men-s bushmaster hat', 'Front logo patch', 'Side embroidered eyelets', 'Adjustable drawcord', '100% Polyester ']",['https://cdn.shopify.com/s/files/1/2034/7683/products/wetlandshat_SP8192002_dch_f.jpg?v=1545180118'],37,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8192002-gry-wetlands-hat
SLODOWN HAT,SP9196019|NVY|S/M,$26.00,$0,NAVY,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit X hat', 'Stretch cotton twill design', 'Logo embroidery at lower right front panel', 'Rear logo embroidery', '98% Cotton, 2% Elastane\n']","['https://cdn.shopify.com/s/files/1/2034/7683/products/slodownhat_SP9196019_blu2_f.jpg?v=1545263907', 'https://cdn.shopify.com/s/files/1/2034/7683/products/slodownhat_SP9196019_blu2_b.jpg?v=1545263907']",38,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9196019-nvy-slodown-hat
SIMMONS SURF HAT,SP9192001|DCH|ONE,$35.00,$0,ASPHALT,['ONE SIZE'],"['O-Neill Men-s surf hat', 'Light weight poly feel with UPF50 protection', 'Moisture wicking sweatband', 'Metal mesh eyelets', 'Detachable drawcord', '100% Polyester\n']",['https://cdn.shopify.com/s/files/1/2034/7683/products/simmonssurfhat_SP9192001_dch_f_08cb6f0d-33e5-406b-b9ac-db8a57222188.jpg?v=1545169543'],39,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9192001-dch-simmons-surf-hat
SIMMONS SURF HAT,SP9192001|LKH|ONE,$35.00,$0,LIGHT KHAKI,['ONE SIZE'],"['O-Neill Men-s surf hat', 'Light weight poly feel with UPF50 protection', 'Moisture wicking sweatband', 'Metal mesh eyelets', 'Detachable drawcord', '100% Polyester\n']",['https://cdn.shopify.com/s/files/1/2034/7683/products/simmonssurfhat_SP9192001_lkh_f_e370844c-d364-4788-a18c-32caa5df1423.jpg?v=1545169544'],40,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9192001-lkh-simmons-surf-hat
JAMMIN HAT,SP9196001|BLK|S/M,$28.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s New Era stretch fit hat', '3D logo with two tone embroidery', 'Printed patch branding', 'Poly mesh panels', '100% Polyester\n']",['https://cdn.shopify.com/s/files/1/2034/7683/products/jammin_SP9196001_blk_f_1dbf6ab7-35a6-40b5-9efa-a14ddcc3171a.jpg?v=1545169546'],41,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9196001-blk-jammin
MOSCOW HAT,SP9196002|BLK|ONE,$28.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'Lo-profile, 6 panel design', 'Structured wool feel', 'Woven front label, rear flag label', '100% Cotton\n']",['https://cdn.shopify.com/s/files/1/2034/7683/products/moscow_SP9196002_blk_f_0fa06549-a6b2-4f91-acff-8fd49d4d0238.jpg?v=1545169547'],42,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9196002-blk-moscow
MOSCOW HAT,SP9196002|GRY|ONE,$28.00,$0,GREY,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'Lo-profile, 6 panel design', 'Structured wool feel', 'Woven front label, rear flag label', '100% Cotton\n']",['https://cdn.shopify.com/s/files/1/2034/7683/products/moscow_SP9196002_gry_f_c1f82c35-cd0c-4c26-9824-a24d1caa9554.jpg?v=1545169549'],43,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9196002-gry-moscow
CLEAN & MEAN HAT,SP9196003|BLK|S/M,$26.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit hat', 'Structured, 6 panel design', '3D front logo embroidery', 'Rear word mark embroidery', '98% Cotton, 2% Elastane\n']","['https://cdn.shopify.com/s/files/1/2034/7683/products/clean_mean_SP9196003_blk_f_30a38d97-02ef-481c-b74c-d10886449723.jpg?v=1545169550', 'https://cdn.shopify.com/s/files/1/2034/7683/products/clean_mean_SP9196003_blk_b.jpg?v=1545262276']",44,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9196003-blk-clean-mean
CLEAN & MEAN HAT,SP9196003|BUR|S/M,$26.00,$0,BURGUNDY,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit hat', 'Structured, 6 panel design', '3D front logo embroidery', 'Rear word mark embroidery', '98% Cotton, 2% Elastane\n']","['https://cdn.shopify.com/s/files/1/2034/7683/products/clean_mean_SP9196003_bur_f_765a854c-6d3c-416e-b1b7-78f29b85db7f.jpg?v=1545169551', 'https://cdn.shopify.com/s/files/1/2034/7683/products/clean_mean_SP9196003_bur_b.jpg?v=1545262281']",45,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9196003-bur-clean-mean
CLEAN & MEAN HAT,SP9196003|DKB|S/M,$26.00,$0,DARK BLUE,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit hat', 'Structured, 6 panel design', '3D front logo embroidery', 'Rear word mark embroidery', '98% Cotton, 2% Elastane\n']",['https://cdn.shopify.com/s/files/1/2034/7683/products/clean_mean_SP9196003_dkb_f_5b02d9ee-ddf1-4b41-9eb6-e20c4e8315b6.jpg?v=1545169553'],46,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9196003-dkb-clean-mean
