产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品url
Nike Sportswear Tailwind ACG Sherpa,AR0497-013,￥229,￥0,黑/黑/黑/黑,['all'],"['专属舒适', 'Nike Sportswear Tailwind ACG Sherpa 可调节运动帽采用针织耳部护翼结合可调节背面扣带设计，营造个性化保暖感受。', '其他细节', '不易撕裂面料，轻盈耐用', '针织耳部护翼提供出色包覆效果', '可调式背面扣带，定制专属舒适感', '产品细节', '面料：100% 锦纶。下帽檐：100% 聚酯纤维。侧拼接里料：100% 聚酯纤维。前片里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 黑/黑/黑/黑', '款式： AR0497-013', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/rpczw7mlccljhxisa3ee/sportswear-tailwind-acg-sherpa-可调节运动帽-ZW1kCQ.jpg'],可调节运动帽,6,womens,2,https://www.nike.com/cn/t/sportswear-tailwind-acg-sherpa-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZW1kCQ/AR0497-013
NikeLab H86,BV3032-010,￥229,￥0,黑/白色,['all'],"['经典邂逅灯芯绒', 'NikeLab H86 JDI 运动帽的正面中央绣有经典标语，搭配灯芯绒元素，带来工装风范。', '其他细节', '正面绣有\xa0“Just Do It.”', '每块拼接均配置孔眼，帮助保持凉爽', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 黑/白色', '款式： BV3032-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/go4fwtyqpk88njab10kh/nikelab-h86-jdi-运动帽-vsjg7t.jpg'],JDI 运动帽,7,womens,2,https://www.nike.com/cn/t/nikelab-h86-jdi-%E8%BF%90%E5%8A%A8%E5%B8%BD-vsjg7t/BV3032-010
NikeLab H86,BV3032-100,￥229,￥0,白色/黑,['all'],"['经典邂逅灯芯绒', 'NikeLab H86 JDI 运动帽的正面中央绣有经典标语，搭配灯芯绒元素，带来工装风范。', '其他细节', '正面绣有\xa0“Just Do It.”', '每块拼接均配置孔眼，帮助保持凉爽', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 白色/黑', '款式： BV3032-100', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nh1c6to35tysctxgvtuj/nikelab-h86-jdi-运动帽-vsjg7t.jpg'],JDI 运动帽,7,womens,2,https://www.nike.com/cn/t/nikelab-h86-jdi-%E8%BF%90%E5%8A%A8%E5%B8%BD-vsjg7t/BV3032-100
NikeLab H86,BV3032-451,￥229,￥0,黑曜石色/白色,['all'],"['经典邂逅灯芯绒', 'NikeLab H86 JDI 运动帽的正面中央绣有经典标语，搭配灯芯绒元素，带来工装风范。', '其他细节', '正面绣有\xa0“Just Do It.”', '每块拼接均配置孔眼，帮助保持凉爽', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 黑曜石色/白色', '款式： BV3032-451', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/bpodzwibqcu0fvkpecyr/nikelab-h86-jdi-运动帽-vsjg7t.jpg'],JDI 运动帽,7,womens,2,https://www.nike.com/cn/t/nikelab-h86-jdi-%E8%BF%90%E5%8A%A8%E5%B8%BD-vsjg7t/BV3032-451
Nike NRG AW84,882767-013,￥229,￥0,黑/黑/白色/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hmbvkbrtj0czzzylaqyp/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,8,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-013
Nike NRG AW84,882767-101,￥229,￥0,白色/黑/白色/白色,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/wyehzsgppc9qugerpqik/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,8,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-101
Nike NRG AW84,882767-439,￥229,￥0,钴蓝色/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mrjgvs787lny3tzekwrx/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,8,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-439
Nike NRG AW84,882767-100,￥229,￥0,白色/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/qfsdnsadv9uhadwsym2l/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,8,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-100
Nike NRG AW84,882767-011,￥229,￥0,黑/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xg1ywcqgnln8lkay2rft/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,8,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-011
Jordan Pro Shield,AA5748-010,￥299,￥0,黑/白色,['all'],"['温暖包覆', 'Jordan Pro Shield 可调节运动帽采用耐用不易撕裂面料，巧搭经典细节和起绒耳部护翼，在寒冷天气中营造温暖包覆体验。', '其他细节', '不易撕裂面料经久耐用', '起绒耳部护翼，营造温暖包覆效果', '可调式设计，缔造专属贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/qwr8whdrto5blowscp7n/jordan-pro-shield-可调节运动帽-Xqtsjj.jpg'],可调节运动帽,9,womens,2,https://www.nike.com/cn/t/jordan-pro-shield-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-Xqtsjj/AA5748-010
Jordan Pro Shield,AA5748-072,￥299,￥0,浅骨色/白色,['all'],"['温暖包覆', 'Jordan Pro Shield 可调节运动帽采用耐用不易撕裂面料，巧搭经典细节和起绒耳部护翼，在寒冷天气中营造温暖包覆体验。', '其他细节', '不易撕裂面料经久耐用', '起绒耳部护翼，营造温暖包覆效果', '可调式设计，缔造专属贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/pu5trpovr8bkwgegizce/jordan-pro-shield-可调节运动帽-Xqtsjj.jpg'],可调节运动帽,9,womens,2,https://www.nike.com/cn/t/jordan-pro-shield-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-Xqtsjj/AA5748-072
NikeLab,AO1392-250,￥249,￥0,砖棕/白色,['all'],"['针织细节，出色保暖', 'NikeLab 针织帽采用羊毛混纺针织打造，结合经典设计，打造保暖舒适的穿着体验。', '产品细节', '面料/里料：50% 腈纶/50% 羊毛', '手洗', '显示颜色： 砖棕/白色', '款式： AO1392-250', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/iyvmwytlogjpf6qp5p6q/nikelab-针织帽-lxfCcP.jpg'],针织帽,10,womens,2,https://www.nike.com/cn/t/nikelab-%E9%92%88%E7%BB%87%E5%B8%BD-lxfCcP/AO1392-250
NikeLab,AO1392-010,￥249,￥0,黑/白色,['all'],"['针织细节，出色保暖', 'NikeLab 针织帽采用羊毛混纺针织打造，结合经典设计，打造保暖舒适的穿着体验。', '产品细节', '面料/里料：50% 腈纶/50% 羊毛', '手洗', '显示颜色： 黑/白色', '款式： AO1392-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/scy4ywstpqacmouuiomi/nikelab-针织帽-lxfCcP.jpg'],针织帽,10,womens,2,https://www.nike.com/cn/t/nikelab-%E9%92%88%E7%BB%87%E5%B8%BD-lxfCcP/AO1392-010
Nike NRG AW84 Spectrum QS,BV3959-455,￥229,￥0,深宝蓝,['all'],"['强力速干，出色包覆', 'Nike NRG AW84 Spectrum QS 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，耐用舒适', '产品细节', '面料/里料：100% 聚酯纤维。\xa0', '手洗', '显示颜色： 深宝蓝', '款式： BV3959-455']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/isqr4lodmvn8mz3tafvz/nrg-aw84-spectrum-qs-可调节运动帽-G0FLXl.jpg'],可调节运动帽,11,womens,2,https://www.nike.com/cn/t/nrg-aw84-spectrum-qs-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-G0FLXl/BV3959-455
Nike NRG AW84 Spectrum QS,BV3959-547,￥229,￥0,庭紫,['all'],"['强力速干，出色包覆', 'Nike NRG AW84 Spectrum QS 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，耐用舒适', '产品细节', '面料/里料：100% 聚酯纤维。\xa0', '手洗', '显示颜色： 庭紫', '款式： BV3959-547']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ssrctghfsrgsuqu7nppx/nrg-aw84-spectrum-qs-可调节运动帽-G0FLXl.jpg'],可调节运动帽,11,womens,2,https://www.nike.com/cn/t/nrg-aw84-spectrum-qs-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-G0FLXl/BV3959-547
NikeLab Collection Beanie,922172-222,￥249,￥0,中橄榄绿/帆布橄榄绿,['all'],"['外观出众，理想佳选', 'NikeLab Collection Beanie 男/女针织帽外观设计简洁利落，为你缔造柔软保暖的舒适佩戴体验。', '其他细节', '羊毛与腈纶混纺而成的罗纹针织面料，弹性出众，舒适贴合', '\n', '简洁利落的内衬收边设计，带来柔顺触感', '产品细节', 'Futura 90 标志标签', '外层面料/内层面料：70% 腈纶/30% 羊毛', '手洗', '显示颜色： 中橄榄绿/帆布橄榄绿', '款式： 922172-222', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。', '\n']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/d3pztxyeckjoldds4tl7/nikelab-collection-beanie-男-女针织帽-pvTjoK8D.jpg'],男/女针织帽,12,womens,2,https://www.nike.com/cn/t/nikelab-collection-beanie-%E7%94%B7-%E5%A5%B3%E9%92%88%E7%BB%87%E5%B8%BD-pvTjoK8D
Jordan Pro Legacy,AA5746-100,￥249,￥0,白色/黑曜石色/红外线红 23,['all'],"['专属包覆', 'Jordan Pro Legacy Snapback 可调节运动帽结合经典细节和按扣式扣带设计，打造个性化的贴合佩戴体验。', '其他细节', '六片式拼接设计，实现出色耐用性', '刺绣孔眼，增强空气流通效果', '可调节按扣式扣带设计，打造专属舒适感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/vbdxq2rqgixztlxpmkyv/jordan-pro-legacy-snapback-可调节运动帽-wqSR8m.jpg'],Snapback 可调节运动帽,13,womens,2,https://www.nike.com/cn/t/jordan-pro-legacy-snapback-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-wqSR8m
巴黎圣日耳曼,AO8593-410,￥199,￥0,深藏青/挑战红,['all'],"['彰显球队风采', '巴黎圣日耳曼针织帽采用柔软针织面料，巧搭球队细节，在冷天中为你营造温暖舒适感受。', '其他细节', '产品细节', '产品细节', '顶部绒球', '面料：95% 腈纶/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 深藏青/挑战红', '款式： AO8593-410', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xmsnj0vkugp2i0yfrbog/巴黎圣日耳曼针织帽-1ttqbH.jpg'],针织帽,14,womens,2,https://www.nike.com/cn/t/%E5%B7%B4%E9%BB%8E%E5%9C%A3%E6%97%A5%E8%80%B3%E6%9B%BC%E9%92%88%E7%BB%87%E5%B8%BD-1ttqbH
巴萨,AO8589-455,￥199,￥0,深宝蓝/贵族红,['all'],"['彰显球队风采', '巴萨针织帽采用柔软针织面料，巧搭球队细节，在冷天中为你营造温暖舒适感受。', '其他细节', '产品细节', '产品细节', '顶部绒球', '面料：95% 腈纶/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 深宝蓝/贵族红', '款式： AO8589-455', '\xa0', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/pivgaudbbkmyv7ye8t0x/巴萨针织帽-2hbDP6.jpg'],针织帽,15,womens,2,https://www.nike.com/cn/t/%E5%B7%B4%E8%90%A8%E9%92%88%E7%BB%87%E5%B8%BD-2hbDP6
