产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
PALM BOMB HAT,SU8196005|BLK|ONE,$9.99,$26.00,BLACK,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Lo Profile Fit', 'Front panel patch embroidery', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/palmbomb_SU8196005_blk_f_88c129f0-14cb-4d9e-b4b8-fbd377857a9f.jpg?v=1520900671'],96,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196005-blk-palm-bomb
HYPERFREAK TRUCKER HATS,SP8196014|NVY|ONE,$11.99,$25.00,NAVY,['ONE SIZE'],"['ONeill Men-s trucker hat', 'Mid fit', 'Printed front panel', 'Hyperfreak design elements', 'Mesh side panels', '55% Polyester / 45% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/hyperfreaktrucker_SP8196014_nvy_f.jpg?v=1522347962'],97,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196014-nvy-hyperfreak-trucker
HYPERFREAK TRUCKER HATS,SP8196014|BLK2|ONE,$11.99,$25.00,BLACK 2,['ONE SIZE'],"['ONeill Men-s trucker hat', 'Mid fit', 'Printed front panel', 'Hyperfreak design elements', 'Mesh side panels', '55% Polyester / 45% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/hyperfreaktrucker_SP8196014_blk2_f.jpg?v=1521671628'],98,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196014-blk2-hyperfreak-trucker
LANDMARK SUN HAT,SP9493005|BLK|ONE,$32.00,$0,BLACK,['ONE SIZE'],"['O-Neill Women-s raffia sun hat', 'Wide brim design', 'Logo badge', '100% Rafia']",['https://cdn.shopify.com/s/files/1/2034/7683/products/landmark_SP9493005_blk_f_86249f9a-8b0b-4212-a399-680409e12056.jpg?v=1545170770'],1,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493005-blk-landmark
LANDMARK SUN HAT,SP9493005|NAT|ONE,$32.00,$0,NATURAL,['ONE SIZE'],"['O-Neill Women-s raffia sun hat', 'Wide brim design', 'Logo badge', '100% Rafia']",['https://cdn.shopify.com/s/files/1/2034/7683/products/landmark_SP9493005_nat_f_1d8c9858-d144-40ca-8834-71bd683d3a52.jpg?v=1545170772'],2,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493005-nat-landmark
SUN ROAD PRINTED HAT,SP9493002|BLK|ONE,$28.00,$0,BLACK,['ONE SIZE'],"['O-Neill Women-s straw hat', 'Embroidered patch at front', 'Printed design under brim', 'Adjustable chin strap', 'Elastic inner hatband', '100% Straw']","['https://cdn.shopify.com/s/files/1/2034/7683/products/sunroadprinted_SP9493002_blk_f_a390ccd4-350a-4a6a-a473-896a74e40de0.jpg?v=1545170764', 'https://cdn.shopify.com/s/files/1/2034/7683/products/sunroadprinted_SP9493002_blk_1.jpg?v=1547840397']",3,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493002-blk-sun-road-printed
SUN ROAD HAT,SP9493001|DKB|ONE,$24.00,$0,ENSIGN BLUE,['ONE SIZE'],"['O-Neill Women-s straw hat', 'Embroidered patch at front', 'Adjustable chin strap', 'Elastic inner hatband', '100% Straw']","['https://cdn.shopify.com/s/files/1/2034/7683/products/sunroad_SP9493001_dkb_f_afc77973-2105-44d2-abee-5d7561d5e82d.jpg?v=1549670546', 'https://cdn.shopify.com/s/files/1/2034/7683/products/sunroad_SP9493001_dkb_1.jpg?v=1549670551']",4,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493001-dkb-sun-road
SWEET HEAT TRUCKER HAT,SP9493006|GOL|ONE,$18.00,$0,HONEY,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, embroidery on front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/sweetheat_SP9493006_gol_f_86929554-2da7-45db-a1f5-27542764edca.jpg?v=1545170774'],5,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493006-gol-sweet-heat
OASIS TRUCKER HAT,SP9493010|CLA|ONE,$18.00,$0,CORK,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/oasis_SP9493010_cla_f_2d7e4c3a-47b9-4f18-9abb-d7a18ee91309.jpg?v=1545170781'],6,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493010-cla-oasis
OASIS TRUCKER HAT,SP9493010|GRY|ONE,$18.00,$0,EXCALIBUR,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/oasis_SP9493010_gry_f_f159f390-866a-4c66-9f01-f829cc5d2e3d.jpg?v=1545170782'],7,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493010-gry-oasis
SATURDAYS TRUCKER HAT,SP9493013|MUL|ONE,$20.00,$0,MULTI COLORED,['ONE SIZE'],"['O-Neill Woman-s twill trucker hat', 'Mesh sides', 'Allover print and faux suede patch at front panel', 'Snap back design', 'Logo flag label', '100% Cotton twill']",['https://cdn.shopify.com/s/files/1/2034/7683/products/saturdays_SP9493013_mul_f_68584a52-7c3c-480e-a4f5-46394e56b1a9.jpg?v=1545170796'],8,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493013-mul-saturdays
SUN ROAD HAT,SP9493001|NAT|ONE,$24.00,$0,NATURAL,['ONE SIZE'],"['O-Neill Women-s straw hat', 'Embroidered patch at front', 'Adjustable chin strap', 'Elastic inner hatband', '100% Straw']",['https://cdn.shopify.com/s/files/1/2034/7683/products/Sunroad_SP9493001_nat_f_871a2a2e-6d92-448a-b689-0925d8f077df.jpg?v=1545170762'],9,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493001-nat-sun-road
SUN ROAD PRINTED HAT,SP9493002|CLA|ONE,$28.00,$0,CORK,['ONE SIZE'],"['O-Neill Women-s straw hat', 'Embroidered patch at front', 'Printed design under brim', 'Adjustable chin strap', 'Elastic inner hatband', '100% Straw']","['https://cdn.shopify.com/s/files/1/2034/7683/products/sunroadprinted_SP9493002_cla_f_b3327a3c-8ca8-4435-a2ca-2e485258637d.jpg?v=1545342736', 'https://cdn.shopify.com/s/files/1/2034/7683/products/sunroadprinted_SP9493002_cla_1.jpg?v=1547840403']",10,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493002-cla-sun-road-printed
SOLAR HAT,SP9493003|NAT|ONE,$24.00,$0,NATURAL,['ONE SIZE'],"['O-Neill Women-s straw hat', 'Embroidered hatband', 'Adjustable chin strap', 'Elastic inner hatband', '100% Straw']",['https://cdn.shopify.com/s/files/1/2034/7683/products/solar_SP9493003_nat_f_44c24aab-7d5a-4133-ac8b-47d6110f769a.jpg?v=1545170766'],11,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493003-nat-solar
DEL MAR HAT,SP9493004|MIS|ONE,$36.00,$0,MOONBEAM,['ONE SIZE'],"['O-Neill Women-s straw floppy hat', 'Wide brim design', 'Stripe detail throughout', '100% Straw']",['https://cdn.shopify.com/s/files/1/2034/7683/products/delmar_SP9493004_mis_f_940eac93-5513-48f9-bca9-30a553361cae.jpg?v=1545170768'],12,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493004-mis-del-mar
SKIPPER HAT,HO8493001|CML|ONE,$25.99,$34.00,LARK,['ONE SIZE'],"['O-Neill Women-s knit captain hat', 'One size fits all', 'Metal logo badge', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/ksnclsknc_bf602e62-b7df-453e-b8df-c5321c6da016.jpg?v=1539636911', 'https://cdn.shopify.com/s/files/1/2034/7683/products/0003_OW_0003_HOLIDAY_WOMENS_4_HAT_jpg.jpg?v=1539636911', 'https://cdn.shopify.com/s/files/1/2034/7683/products/5a1c35asc_fc0c5a15-536a-4aea-ad6e-44ec057b50d1.jpg?v=1539636911']",13,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8493001-cml-skipper
DEL MAR HAT,SP9493004|NAT|ONE,$36.00,$0,NATURAL,['ONE SIZE'],"['O-Neill Women-s straw floppy hat', 'Wide brim design', 'Stripe detail throughout', '100% Straw']",['https://cdn.shopify.com/s/files/1/2034/7683/products/delmar_SP9493004_nat_f_323a515e-5af0-40b7-9178-c858aa01d646.jpg?v=1545170769'],14,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493004-nat-del-mar
MOVEMENT HAT,SP9493011|SAG|ONE,$22.00,$0,FALLEN LEAF,['ONE SIZE'],"['O-Neill Woman-s twill hat', 'Allover print with embroidery at front panel', 'Adjustable metal slider at back', 'Logo flag label', '100% Cotton twill']",['https://cdn.shopify.com/s/files/1/2034/7683/products/movement_SP9493011_sag_f_e2d3c6e8-c6d0-431f-9e7d-41ec15f4f450.jpg?v=1545170793'],15,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493011-sag-movement
SATURDAYS TRUCKER HAT,SP9493013|WWH|ONE,$20.00,$0,NAKED,['ONE SIZE'],"['O-Neill Woman-s twill trucker hat', 'Mesh sides', 'Allover print and faux suede patch at front panel', 'Snap back design', 'Logo flag label', '100% Cotton twill']",['https://cdn.shopify.com/s/files/1/2034/7683/products/saturdays_SP9493013_wwh_f_0c0300ef-8685-40d2-bb0d-229d58b78d06.jpg?v=1545170798'],16,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493013-wwh-saturdays
MOVEMENT HAT,SP9493011|APT|ONE,$22.00,$0,APRICOT,['ONE SIZE'],"['O-Neill Woman-s twill hat', 'Allover print with embroidery at front panel', 'Adjustable metal slider at back', 'Logo flag label', '100% Cotton twill']",['https://cdn.shopify.com/s/files/1/2034/7683/products/movement_SP9493011_apt_f_33963238-7a00-4341-9c97-a2377c08247e.jpg?v=1545170785'],17,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493011-apt-movement
MOVEMENT HAT,SP9493011|BLU|ONE,$22.00,$0,DUSTY BLUE,['ONE SIZE'],"['O-Neill Woman-s twill hat', 'Allover print with embroidery at front panel', 'Adjustable metal slider at back', 'Logo flag label', '100% Cotton twill']",['https://cdn.shopify.com/s/files/1/2034/7683/products/movement_SP9493011_blu_f_a8232296-3abd-4b88-b4a5-a77b710dc3e4.jpg?v=1545170790'],18,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493011-blu-movement
MOVEMENT HAT,SP9493011|MAV|ONE,$22.00,$0,DUSTY MAUVE,['ONE SIZE'],"['O-Neill Woman-s twill hat', 'Allover print with embroidery at front panel', 'Adjustable metal slider at back', 'Logo flag label', '100% Cotton twill']",['https://cdn.shopify.com/s/files/1/2034/7683/products/movement_SP9493011_mav_f_9fa9eb61-7f2a-4180-bf6d-e35499591615.jpg?v=1545170791'],19,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493011-mav-movement
EMBERS TRUCKER HAT,SP9493012|ORG|ONE,$20.00,$0,KOI,['ONE SIZE'],"['O-Neill Woman-s twill trucker hat', 'Mesh sides, screen embroidery at front panel', 'Adjustable metal slider at back', 'Logo flag label', '100% Cotton twill']",['https://cdn.shopify.com/s/files/1/2034/7683/products/embers_SP9493012_org_f_aca02e91-047f-44d9-88df-f65ec1f70b92.jpg?v=1545170795'],20,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493012-org-embers
SHOP TALK TRUCKER HAT,HO8496003|BLK|ONE,$13.99,$18.00,BLACK,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shop-talk-blk-back.jpg?v=1537559828', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shop-talk-blk-front.jpg?v=1537559828']",21,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496003-blk-shop-talk
MOVEMENT HAT,SP9493011|MUL|ONE,$22.00,$0,MULTI COLORED,['ONE SIZE'],"['O-Neill Woman-s twill hat', 'Allover print with embroidery at front panel', 'Adjustable metal slider at back', 'Logo flag label', '100% Cotton twill']",['https://cdn.shopify.com/s/files/1/2034/7683/products/movement_SP9493011_mul_f.jpg?v=1545338737'],22,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493011-mul-movement
CLEAR SKIES HAT,SU8496003|MAG|ONE,$18.00,$0,DRAGON FRUIT,['ONE SIZE'],"['O-Neill Women-s trucker hat', 'Adjustable plastic snap closure', '55% Polyester / 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/clearskies_SU8496003_mag_f.jpg?v=1520551689', 'https://cdn.shopify.com/s/files/1/2034/7683/products/clearskies_SU8496003_mag_b.jpg?v=1540260679']",23,womens,2,https://us.oneill.com/collections/womens-hats/products/su8496003-mag-clear-skies
SWEET HEAT TRUCKER HAT,SP9493006|BLK|ONE,$18.00,$0,BLACK,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, embroidery on front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/sweetheat_SP9493006_blk_f_e5300b02-936e-40f8-a935-cb4f593f125a.jpg?v=1545170773'],24,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493006-blk-sweet-heat
ENDLESS TRUCKER HAT,SP9493007|DKB|ONE,$18.00,$0,ENSIGN BLUE,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Cord detail at bottom of front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/endless_SP9493007_dkb_f_67fe9ee7-08ca-404c-a4ca-42d7327cd301.jpg?v=1545170776'],25,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493007-dkb-endless
ENDLESS TRUCKER HAT,SP9493007|FGR|ONE,$18.00,$0,FROST GRAY,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Cord detail at bottom of front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/endless_SP9493007_fgr_f_7d9df49f-fd61-4d90-b022-a917160d4ee3.jpg?v=1545170777'],26,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493007-fgr-endless
VARIETY TRUCKER HAT,SP9493008|BLK|ONE,$18.00,$0,BLACK,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/variety_SP9493008_blk_f_22b29595-4ef1-4031-b418-d5ab4da8bbbe.jpg?v=1545170778'],27,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493008-blk-variety
VARIETY TRUCKER HAT,SP9493008|OLV|ONE,$18.00,$0,MERMAID,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/variety_SP9493008_olv_f_67f87d66-0525-4370-9b48-670257fe939f.jpg?v=1545170780'],28,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493008-olv-variety
OASIS TRUCKER HAT,SP9493010|MUL|ONE,$18.00,$0,MULTI COLORED,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/oasis_SP9493010_mul_f_8e1d13b4-0eb5-43c1-a6ba-da68285405ff.jpg?v=1545170784'],29,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493010-mul-oasis
EMBERS TRUCKER HAT,SP9493012|GRY|ONE,$20.00,$0,EXCALIBUR,['ONE SIZE'],"['O-Neill Woman-s twill trucker hat', 'Mesh sides, screen embroidery at front panel', 'Adjustable metal slider at back', 'Logo flag label', '100% Cotton twill']",['https://cdn.shopify.com/s/files/1/2034/7683/products/embers_SP9493012_gry_f_f66db967-487f-405b-ae54-25174a03412c.jpg?v=1545170794'],30,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493012-gry-embers
MARIGOLD TRUCKER HAT,SP9493014|LBL|ONE,$20.00,$0,FADED DENIM,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, embroidery on front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/marigold_SP9493014_lbl_f_19c68833-8071-4b0f-99a5-4402726d88b9.jpg?v=1545170799'],31,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493014-lbl-marigold
MARIGOLD TRUCKER HAT,SP9493014|SAG|ONE,$20.00,$0,FALLEN LEAF,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, embroidery on front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/marigold_SP9493014_sag_f_700f3f9a-7672-4592-accb-6d33eb8f88df.jpg?v=1545338601'],32,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493014-sag-marigold
MARIGOLD TRUCKER HAT,SP9493014|WWH|ONE,$20.00,$0,NAKED,['ONE SIZE'],"['O-Neill Woman-s foam trucker hat', 'Mesh sides, embroidery on front panel', 'Adjustable back', 'Logo flag label', '55% Polyester, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/marigold_SP9493014_wwh_f_791b684f-37d7-4833-9d83-a5a83471a7ea.jpg?v=1545170802'],33,womens,2,https://us.oneill.com/collections/womens-hats/products/sp9493014-wwh-marigold
SUN ROAD HAT,SU8493005|NAT|ONE,$18.99,$24.00,NATURAL,['ONE SIZE'],"['O-Neill Women-s straw lifeguard hat', '15 from brim to brim', 'Adjustable chin strap', '100% Straw']",['https://cdn.shopify.com/s/files/1/2034/7683/products/sunroad_SU8493005_nat_f.jpg?v=1520884040'],34,womens,2,https://us.oneill.com/collections/womens-hats/products/su8493005-nat-sun-road
RAD TRUCKER HAT,HO8496004|BLK|ONE,$8.99,$18.00,BLACK,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/rad-trucker-blk-front.jpg?v=1537557989', 'https://cdn.shopify.com/s/files/1/2034/7683/products/rad-trucker-blk-back.jpg?v=1537557989']",35,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496004-blk-rad
CLUB HOUSE HAT,HO8496008|BLK|ONE,$9.99,$20.00,BLACK,['ONE SIZE'],"['O-Neill Women-s baseball hat', 'Washed twill design', 'Patch at front panel', 'Logo flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/club-house-hat-front-blk.jpg?v=1537548687', 'https://cdn.shopify.com/s/files/1/2034/7683/products/clubhouse-hat-back-blk.jpg?v=1537548688']",36,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496008-blk-club-house
CLUB HOUSE HAT,HO8496008|RUS|ONE,$9.99,$20.00,PORT,['ONE SIZE'],"['O-Neill Women-s baseball hat', 'Washed twill design', 'Print at front panel', 'Logo flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/club-house-front-red.jpg?v=1537548702', 'https://cdn.shopify.com/s/files/1/2034/7683/products/club-house-back-red.jpg?v=1537548702']",37,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496008-rus-club-house
SKIPPER HAT,HO8493001|DBL|ONE,$25.99,$34.00,MEDIEVAL BLUE,['ONE SIZE'],"['O-Neill Women-s knit captain hat', 'One size fits all', 'Metal logo badge', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/s54c.jpg?v=1537830820', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lkscs.jpg?v=1537830823']",38,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8493001-dbl-skipper
SURF CHASER HAT,HO8496001|GRY|ONE,$11.99,$20.00,GREY,['ONE SIZE'],"['O-Neill Women-s baseball hat', 'Mini cord design', 'Embroidery art at front panel', 'Logo flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/surf-chaser-blk-front.jpg?v=1537560797', 'https://cdn.shopify.com/s/files/1/2034/7683/products/surf-chaser-blk-fback.jpg?v=1537560797']",39,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496001-gry-surf-chaser
SURF CHASER HAT,HO8496001|TEL|ONE,$11.99,$20.00,INDIAN TEAL,['ONE SIZE'],"['O-Neill Women-s baseball hat', 'Mini cord design', 'Embroidery art at front panel', 'Logo flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/surf-chaser-tel-front.jpg?v=1537560790', 'https://cdn.shopify.com/s/files/1/2034/7683/products/surf-chaser-tel-back.jpg?v=1537560790']",40,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496001-tel-surf-chaser
ABYSS HAT,HO8496002|TEL|ONE,$9.99,$20.00,INDIAN TEAL,['ONE SIZE'],"['O-Neill Women-s washed twill baseball hat', 'Mesh sides, adjustable back', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/abyss-hat-tel.jpg?v=1537546542', 'https://cdn.shopify.com/s/files/1/2034/7683/products/abysss-hat-tel.jpg?v=1537546542']",41,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496002-tel-abyss
ABYSS HAT,HO8496002|BLK|ONE,$9.99,$20.00,BLACK,['ONE SIZE'],"['O-Neill Women-s washed twill baseball hat', 'Mesh sides, adjustable back', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/abyss-blk-front_a36e3550-3992-4f9e-bb6a-a1f38ff6305e.jpg?v=1537546194', 'https://cdn.shopify.com/s/files/1/2034/7683/products/abyss-blk-back_86ad395f-54f0-4328-99ee-770c9dc49ae0.jpg?v=1537546194']",42,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496002-blk-abyss
RAD TRUCKER HAT,HO8496004|TEL|ONE,$8.99,$18.00,INDIAN TEAL,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', 'Logo flag label', '55% Cotton, 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/rad-trucker-tek-front.jpg?v=1537557984', 'https://cdn.shopify.com/s/files/1/2034/7683/products/rad-trucker-hat-back-tel.jpg?v=1537557984']",43,womens,2,https://us.oneill.com/collections/womens-hats/products/ho8496004-tel-rad
PLAYA DREAMIN HAT,FA8496001|RUS|ONE,$5.99,$18.00,PORT,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, embroidery on front panel', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/playadreamin_FA8496001_rus_f.jpg?v=1527881341'],44,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496001-rus-playa-dreamin
WETLANDS HAT,FA8496004|MAV|ONE,$9.99,$18.00,TWILIGHT MAUVE,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/vsdvd.jpg?v=1531783224'],45,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496004-mav-wetlands
PARADISE BAY HAT,FA8496006|CHA|ONE,$7.99,$20.00,PAVEMENT,['ONE SIZE'],"['O-Neill Women-s washed twill baseball hat', 'Embroidered detail at front panel', 'Adjustable back', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/paradisebay_FA8496006_cha_f.jpg?v=1527881337'],46,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496006-cha-paradise-bay
SUN CHASER HAT,SP8493005|NAT|ONE,$28.99,$36.00,NATURAL,['ONE SIZE'],"['O-Neill Women-s two toned raffia straw hat', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/sunchaser_SP8493005_nat_f.jpg?v=1513198299'],47,womens,2,https://us.oneill.com/collections/womens-hats/products/sp8493005-nat-sun-chaser
PLAYA DREAMIN HAT,FA8496001|BLK|ONE,$5.99,$18.00,BLACK,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front panel', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/playadreamin_FA8496001_blk_f.jpg?v=1527881342'],48,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496001-blk-playa-dreamin
PALM CLUB HAT,FA8496005|TEL|ONE,$5.99,$18.00,DEEP SEA,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, screen print on front label', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/palmclub_FA8496005_tel_f.jpg?v=1527881338'],49,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496005-tel-palm-club
SUNLIT HATS,SU8496005|IND|ONE,$6.99,$20.00,CHAMBRAY,['ONE SIZE'],"['O-Neill Women-s washed denim baseball hat', 'Fixed sunflower pin', 'Adjustable button strap closure', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/sunlit_SU8496005_ind_f.jpg?v=1520893953'],50,womens,2,https://us.oneill.com/collections/womens-hats/products/su8496005-ind-sunlit
GO SURFING  HAT,SP8496004|BLU|ONE,$13.99,$18.00,MONACO BLUE,['ONE SIZE'],"['O-Neill Women-s trucker hat', 'Adjustable plastic snap closure', '55% Polyester / 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/gosurfing_SP8496004_blu_f.jpg?v=1513198315', 'https://cdn.shopify.com/s/files/1/2034/7683/products/gosurfing_SP8496004_blu_b.jpg?v=1513198315']",51,womens,2,https://us.oneill.com/collections/womens-hats/products/sp8496004-blu-go-surfing
SURF SOCIETY HAT,FA8496002|COB|ONE,$12.99,$18.00,BAJA BLUE,['ONE SIZE'],"['O-Neill Women-s foam trucker hat', 'Mesh sides, patch at front panel', 'Adjustable back', '55% Cotton, 45% Nylon']",['https://cdn.shopify.com/s/files/1/2034/7683/products/surfsociety_FA8496002_cob_f.jpg?v=1527881341'],52,womens,2,https://us.oneill.com/collections/womens-hats/products/fa8496002-cob-surf-society
CLEAR SKIES HAT,SU8496003|GOL|ONE,$13.99,$18.00,GOLDIE,['ONE SIZE'],"['O-Neill Women-s trucker hat', 'Adjustable plastic snap closure', '55% Polyester / 45% Nylon']","['https://cdn.shopify.com/s/files/1/2034/7683/products/clearskies_SU8496003_gol_f.jpg?v=1520551681', 'https://cdn.shopify.com/s/files/1/2034/7683/products/clearskies_SU8496003_gol_b.jpg?v=1540260680']",53,womens,2,https://us.oneill.com/collections/womens-hats/products/su8496003-gol-clear-skies
