产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品评论,产品url
AC CAP TRE FLAT 帽子,DV0235,¥299,0,灰粉/白,"['OSFW', 'OSFM']","[' 轻松易搭，适合出街。这款平檐帽，采用水洗棉斜纹布打造，旨在呈现休闲仿旧气质。缀三叶草绣章，更添型格。配简约按扣后带，方便调节。 ', '棉', '平檐', '可调节按扣带']","['https://img.adidas.com.cn/resources/2018/12/7/15441657158363213_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441657200707599_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441657182844320_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/1544165721727747_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441657254495613_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441657133056007_2000X2000.jpg']",中性 ORIGINALS,10,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/16', 'goods_comment_comment': '帽子戴起来挺好看的，挺喜欢的，不错不错'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '日常服~平常都是穿的三叶草~春节的鞋子在纠结是穿天使还是青花瓷~可惜青花瓷没有女码'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/14', 'goods_comment_comment': '原本想买灯心绒的，可是官网没看见就买的这款，也不错'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '质量还不错，需要专门穿搭才能更显现出美丽哈哈哈哈哈哈'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/06', 'goods_comment_comment': '尺码正好、非常舒适、做工优质。虽然对我来说贵了，但还是忍不住买了。满意'}]",https://www.adidas.com.cn/item/DV0235?locale=zh_CN
C40 LINEAR CAP 运动帽,DU8151,¥129,0,黑/白,"['OSFW', 'OSFM']","[' 把训练延伸至户外。这款帽子，含弧形帽檐和Climalite汗带，结构别致。配按扣后带，方便调节。一侧缀大号adidas徽标。 ', '聚酯纤维', '预成型弧形帽檐', '可调节按扣带', 'Climalite汗带', '旨在适合艳阳天']","['https://img.adidas.com.cn/resources/2018/12/7/15441508593926964_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508577708138_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508560408490_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508657757473_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508686082002_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508611271924_2000X2000.jpg']",中性 训练,11,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/12', 'goods_comment_comment': '不错！！相当酷！！！！！！！！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '很好！非常好！值得购买！@阿迪达斯'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/06', 'goods_comment_comment': '很好！非常好！值得购买！@阿迪达斯'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFW', 'goods_comment_comment': '好很好好很好好很好好很好好很好好很好'}]",https://www.adidas.com.cn/item/DU8151?locale=zh_CN
C40 6P 3S CLMLT 运动帽,DT8543,¥149,0,传奇墨水蓝/白,"['OSFW', 'OSFM']","[' 旨在适合户外运动的弹力训练帽。含Climalite汗带。背面按扣搭扣调节。 ', 'Climalite汗带', '中弧度预成型弧形帽檐', '背面可调节束带配扣环', '帽檐缀热塑性聚氨酯橡胶（TPU）三条纹', '正面缀浮面adidas运动徽标']","['https://img.adidas.com.cn/resources/2018/12/7/15441510969619994_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441511072415775_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441511021818542_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441511047949414_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441510998604763_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441511088779374_2000X2000.jpg']",中性 训练,12,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/16', 'goods_comment_comment': '百搭款 非常棒 日常出街必备  棒棒棒'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '透气性很好，适合春夏佩戴。物流很快，做工很好。'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/16', 'goods_comment_comment': '我觉得海星，就是别人说我戴着像建筑工人，可能还是比较看脸吧 偷哭偷哭.jpg'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '物流快，客服好，帽子做工精细5颗星。'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}]",https://www.adidas.com.cn/item/DT8543?locale=zh_CN
FS H90 CAP 创造者足球帽子,DT5138,¥199,0,黑/白,['OSFM'],"[' 球场和街头，皆是人生。这款帽子，正面缀经典足球徽标，力求展现你对足球的热爱。内含衬里，佩戴舒适，搭配时尚平檐。 ', '均码，力求适合多数人使用', '聚丙烯', '平檐', '可调节按扣带', 'Climalite汗带', '旨在适合艳阳天']","['https://img.adidas.com.cn/resources/2018/12/7/15441626989665613_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441627048608050_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441627030325191_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441626928664785_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441626966475556_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441627006701872_2000X2000.jpg']",中性 足球,13,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/22', 'goods_comment_comment': '帽子收到了，虽然不踢足球，但是其他运动戴起来也是很舒服的，喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '本来就脸大 不适合戴帽子 感谢阿迪达斯 帅的一匹 让我的脸小了 😁'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/17', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}]",https://www.adidas.com.cn/item/DT5138?locale=zh_CN
adidas neo LOGO SC CAP帽子,CF6804,¥129,0,蓝,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2018/11/6/1541496222677496_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/11/6/15414962243991634_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/11/6/15414962195077866_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/11/6/15414962316158570_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/11/6/15414962285187912_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/11/6/15414962261137080_2000X2000.jpg']",中性 adidas neo,14,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/12/31', 'goods_comment_comment': '春秋季节戴着很舒服，也能基本御寒'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '到货很快，弟弟还挺喜欢的，老妈也说酷哦'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/29', 'goods_comment_comment': '很好很舒服！很好很舒服！很好很舒服！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '很好很舒服！很好很舒服！很好很舒服！'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/07', 'goods_comment_comment': '这件帽子质量好，而且更重要的是阿迪哦，我真的非常喜欢。这件帽子质量好，而且更重要的是阿迪哦，我真的非常喜欢。这件帽子质量好，而且更重要的是阿迪哦，我真的非常喜欢。'}]",https://www.adidas.com.cn/item/CF6804?locale=zh_CN
adidas neo LOGO SC CAP帽子,CF6803,¥129,0,黑,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2018/10/29/15408066092287430_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/10/29/15408065959759675_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/10/29/15408066073071764_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/10/29/15408066028883738_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/10/29/15408066002309573_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/10/29/15408065978034974_2000X2000.jpg']",中性 adidas neo,15,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/12/31', 'goods_comment_comment': '春秋季节戴着很舒服，也能基本御寒'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '到货很快，弟弟还挺喜欢的，老妈也说酷哦'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/29', 'goods_comment_comment': '很好很舒服！很好很舒服！很好很舒服！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '很好很舒服！很好很舒服！很好很舒服！'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/07', 'goods_comment_comment': '这件帽子质量好，而且更重要的是阿迪哦，我真的非常喜欢。这件帽子质量好，而且更重要的是阿迪哦，我真的非常喜欢。这件帽子质量好，而且更重要的是阿迪哦，我真的非常喜欢。'}]",https://www.adidas.com.cn/item/CF6803?locale=zh_CN
adidas neo MIX CAP 帽子,CF6809,¥129,0,黑,['OSFM'],[' '],"['https://img.adidas.com.cn/resources/2018/7/19/15319991754041704_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/7/19/15319991736986002_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/7/19/15319991696128876_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/7/19/15319991673293320_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/7/19/15319991771323241_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/7/19/15319991714064146_2000X2000.jpg']",中性 adidas neo,17,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/07/21', 'goods_comment_comment': '虽然还是刚下订单，对这款帽子满满期待了'}]",https://www.adidas.com.cn/item/CF6809?locale=zh_CN
6PCAP LTWGT EMB 运动帽,S98159,¥99,0,黑/黑/白,"['OSFW', 'OSFM']","[' 这款帽子采用六片式结构。内置Climalite汗带，搭配弧形帽檐设计，力求让你无惧阳光。背面调节带。 ', 'Climalite汗带', '大号预成型弧形帽檐', '背面按扣固定', '六片式结构', '正面饰adidas绣标']","['https://img.adidas.com.cn/resources/2018/4/10/15233347804629131_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233347860077731_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233347903282769_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/1523334787869807_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233347773268152_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233347834506547_2000X2000.jpg']",中性 训练,18,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/20', 'goods_comment_comment': '冬天戴还是有点冷，适合春秋季节'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '不错👍质量杠杠滴我非常喜欢😘'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/19', 'goods_comment_comment': '帽子带着非常好看，包装也很精致。'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '最近一直戴的这款帽子配件非常好看整体搭配中的点睛之笔'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/18', 'goods_comment_comment': '价格便宜，质量样式都可以，黑色帽子挺百搭的'}]",https://www.adidas.com.cn/item/S98159?locale=zh_CN
世界杯 FEF 3S CAP 西班牙国家队足球帽,CF4953,¥64,¥129,红/日光黄,['OSFM'],"[' 这款足球帽，旨在展现你对西班牙队的忠诚。帽子正中和可调节背面按扣带缀西班牙队徽。预成型弧形帽檐，直贯三条纹，旨在展现adidas传统。 ', '中度预成型帽檐缀刺绣三条纹', '可调节背面按扣带，缀西班牙队徽', '正面缀梭织西班牙队徽', '网材汗带', '六片式，A-flex结构', '均码，力求适合大多数人使用']","['https://img.adidas.com.cn/resources/2018/4/10/1523328044576281_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233280463206126_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233280480259138_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/152332805296834_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233280418864936_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233280498052870_2000X2000.jpg']",中性 足球,19,men,1,"[{'goods_comment_star': 1, 'goods_comment_time': '2019/01/20', 'goods_comment_comment': '刚好碰到活动！太开心了！！！！！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '宝贝还好，挑剔的话没什么&hellip;&hellip;&hellip;&hellip;'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/20', 'goods_comment_comment': '非常好，很舒适！好评！！！！！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '亮红+明黄的配色非常美貌，做工比潮牌好，细节完美。永远追随西班牙！'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/01/16', 'goods_comment_comment': '物流就不说了，斗牛士是我的主力军团，为了信仰买的。总的来说不错，除了一点点线头和帽子里面两个像黑笔戳到的黑点来说的话'}]",https://www.adidas.com.cn/item/CF4953?locale=zh_CN
RECYCLED CAP 帽子,DV0257,¥399,0,黑,['OSFM'],[],"['https://img.adidas.com.cn/resources/2019/1/11/15472034090018518_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472034228958665_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472034143646302_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472034165934199_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472034118601123_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472034189501682_2000X2000.jpg']",中性 ORIGINALS,1,women,2,[],https://www.adidas.com.cn/item/DV0257?locale=zh_CN
CAP 帽子,DV0222,¥249,0,黑/白,['OSFW'],[],"['https://img.adidas.com.cn/resources/2019/1/11/15472035871709709_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035777421603_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035758971789_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035851163453_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035825039740_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035793636242_2000X2000.jpg']",女子 ORIGINALS,2,women,2,[],https://www.adidas.com.cn/item/DV0222?locale=zh_CN
SB CLASSIC TRE 帽子,DV0176,¥249,0,黑/白,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/1/11/15472035376083913_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035418929579_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035357405125_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035392594061_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035447747451_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035324486457_2000X2000.jpg']",中性 ORIGINALS,3,women,2,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/22', 'goods_comment_comment': '不错不错，要是有金标的就更好看了！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFW', 'goods_comment_comment': '帽子非常好看，质量也好，适合出门旅行，酷'}]",https://www.adidas.com.cn/item/DV0176?locale=zh_CN
SAMSTAG ARC CAP 帽子,DU6799,¥349,0,红/青蓝,['OSFM'],[],"['https://img.adidas.com.cn/resources/2019/1/11/15472035542497580_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035595304030_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035612205875_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035519138051_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/1547203557127311_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035497075806_2000X2000.jpg']",中性 ORIGINALS,4,women,2,[],https://www.adidas.com.cn/item/DU6799?locale=zh_CN
