产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品url
NikeCourt AeroBill Rafa H86,850666-634,￥169,￥0,哈瓦那红/白色,['all'],"['轻盈包覆', 'NikeCourt AeroBill Rafa H86 可调节网球运动帽在球场为你缔造凉爽的防护体验。', '其他细节', 'AeroBill 技术有助导湿速干，营造轻盈透气感受', '刺绣孔眼，有效提升透气性', '下帽檐设计减少炫光', '单手快速调节型扣带设计，打造定制般贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/dmpzxzhxukkgbvtta3ob/nikecourt-aerobill-rafa-h86-可调节网球运动帽-4tKQtl.jpg'],可调节网球运动帽,15,womens,2,https://www.nike.com/cn/t/nikecourt-aerobill-rafa-h86-%E5%8F%AF%E8%B0%83%E8%8A%82%E7%BD%91%E7%90%83%E8%BF%90%E5%8A%A8%E5%B8%BD-4tKQtl/850666-634
NikeLab Gyakusou,920401-570,￥459,￥0,墨紫,['all'],"['温暖随行', 'NikeLab Gyakusou 男/女针织帽采用针织面料，令你在跑步过程中保持头部干爽舒适。', '\n', '有效遮阳', '短檐设计优化遮阳效果，背面 Gyakusou 提花图案塑就耀眼风范。', '其他细节', '正面添加反光热转印标志，塑就醒目外观', '面料/里料：76% 聚酯纤维/19% 棉/4% 锦纶/1% 其他纤维', '\n', '手洗', '显示颜色： 墨紫', '款式： 920401-570', '关于 NikeLab Gyakusou 系列', '作为一名跑步爱好者和品牌 Undercover 的创始人，高桥盾为跑步运动服饰注入其特有的设计元素。 NikeLab Gyakusou 系列通过 Nike 创意视角，凸显高桥盾桀骜不驯的设计个性和美学理念。 Gyakusou 在日语中意为“逆向奔跑”，助力跑者获得心无旁骛的奔跑体验。', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mowdxfvlpwjsfjaw5glv/nikelab-gyakusou-男-女针织帽-5RYoxR.jpg'],男/女针织帽,16,womens,2,https://www.nike.com/cn/t/nikelab-gyakusou-%E7%94%B7-%E5%A5%B3%E9%92%88%E7%BB%87%E5%B8%BD-5RYoxR/920401-570
NikeLab Gyakusou,920401-010,￥459,￥0,黑,['all'],"['温暖随行', 'NikeLab Gyakusou 男/女针织帽采用针织面料，令你在跑步过程中保持头部干爽舒适。', '\n', '有效遮阳', '短檐设计优化遮阳效果，背面 Gyakusou 提花图案塑就耀眼风范。', '其他细节', '正面添加反光热转印标志，塑就醒目外观', '面料/里料：76% 聚酯纤维/19% 棉/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 黑', '款式： 920401-010', '关于 NikeLab Gyakusou 系列', '作为一名跑步爱好者和品牌 Undercover 的创始人，高桥盾为跑步运动服饰注入其特有的设计元素。 NikeLab Gyakusou 系列通过 Nike 创意视角，凸显高桥盾桀骜不驯的设计个性和美学理念。 Gyakusou 在日语中意为“逆向奔跑”，助力跑者获得心无旁骛的奔跑体验。', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/eussxvjvbbieistsc1ur/nikelab-gyakusou-男-女针织帽-5RYoxR.jpg'],男/女针织帽,16,womens,2,https://www.nike.com/cn/t/nikelab-gyakusou-%E7%94%B7-%E5%A5%B3%E9%92%88%E7%BB%87%E5%B8%BD-5RYoxR/920401-010
Nike ACG,AV4775-011,￥199,￥0,黑/黑/黑/黑,['all'],"['舒适御寒', 'Nike ACG 针织帽采用柔软保暖面料，赋予舒适贴合的佩戴体验。', '其他细节', '针织面料，柔软保暖', '翻边设计塑就舒适贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/h9rhajm0hvwr3kcn1xkc/acg-针织帽-nNWB5x.jpg'],针织帽,17,womens,2,https://www.nike.com/cn/t/acg-%E9%92%88%E7%BB%87%E5%B8%BD-nNWB5x/AV4775-011
Nike ACG,AV4775-010,￥199,￥0,黑,['all'],"['舒适御寒', 'Nike ACG 针织帽采用柔软保暖面料，赋予舒适贴合的佩戴体验。', '其他细节', '针织面料，柔软保暖', '翻边设计塑就舒适贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ikmziflasuimeu3k4lfk/acg-针织帽-nNWB5x.jpg'],针织帽,17,womens,2,https://www.nike.com/cn/t/acg-%E9%92%88%E7%BB%87%E5%B8%BD-nNWB5x/AV4775-010
Nike ACG,AV4775-381,￥199,￥0,晶洞水鸭青,['all'],"['舒适御寒', 'Nike ACG 针织帽采用柔软保暖面料，赋予舒适贴合的佩戴体验。', '其他细节', '针织面料，柔软保暖', '翻边设计塑就舒适贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ka7vvx1qvafpufp3d7h0/acg-针织帽-nNWB5x.jpg'],针织帽,17,womens,2,https://www.nike.com/cn/t/acg-%E9%92%88%E7%BB%87%E5%B8%BD-nNWB5x/AV4775-381
CR7 Classic99,CD4077-100,￥199,￥0,白色/金属金,['all'],"['经典造型，出色透气', 'CR7 Classic99 耐克C罗系列运动帽采用经典六片式拼接和透气网眼设计，帮助保持凉爽。按扣式扣合设计，可供自由调节贴合效果。', '其他细节', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/pfqnnsb5dztubdmxbpif/cr7-classic99-耐克c罗系列运动帽-T7H5NJ.jpg'],耐克C罗系列运动帽,18,womens,2,https://www.nike.com/cn/t/cr7-classic99-%E8%80%90%E5%85%8Bc%E7%BD%97%E7%B3%BB%E5%88%97%E8%BF%90%E5%8A%A8%E5%B8%BD-T7H5NJ/CD4077-100
CR7 Classic99,CD4077-010,￥199,￥0,黑/金属金,['all'],"['经典造型，出色透气', 'CR7 Classic99 耐克C罗系列运动帽采用经典六片式拼接和透气网眼设计，帮助保持凉爽。按扣式扣合设计，可供自由调节贴合效果。', '其他细节', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/bol3abaiajpqejzq6viq/cr7-classic99-耐克c罗系列运动帽-T7H5NJ.jpg'],耐克C罗系列运动帽,18,womens,2,https://www.nike.com/cn/t/cr7-classic99-%E8%80%90%E5%85%8Bc%E7%BD%97%E7%B3%BB%E5%88%97%E8%BF%90%E5%8A%A8%E5%B8%BD-T7H5NJ/CD4077-010
NikeLab H86,BV3032-010,￥229,￥0,黑/白色,['all'],"['经典邂逅灯芯绒', 'NikeLab H86 JDI 运动帽的正面中央绣有经典标语，搭配灯芯绒元素，带来工装风范。', '其他细节', '正面绣有\xa0“Just Do It.”', '每块拼接均配置孔眼，帮助保持凉爽', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 黑/白色', '款式： BV3032-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/go4fwtyqpk88njab10kh/nikelab-h86-jdi-运动帽-vsjg7t.jpg'],JDI 运动帽,19,womens,2,https://www.nike.com/cn/t/nikelab-h86-jdi-%E8%BF%90%E5%8A%A8%E5%B8%BD-vsjg7t/BV3032-010
NikeLab H86,BV3032-100,￥229,￥0,白色/黑,['all'],"['经典邂逅灯芯绒', 'NikeLab H86 JDI 运动帽的正面中央绣有经典标语，搭配灯芯绒元素，带来工装风范。', '其他细节', '正面绣有\xa0“Just Do It.”', '每块拼接均配置孔眼，帮助保持凉爽', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 白色/黑', '款式： BV3032-100', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nh1c6to35tysctxgvtuj/nikelab-h86-jdi-运动帽-vsjg7t.jpg'],JDI 运动帽,19,womens,2,https://www.nike.com/cn/t/nikelab-h86-jdi-%E8%BF%90%E5%8A%A8%E5%B8%BD-vsjg7t/BV3032-100
NikeLab H86,BV3032-451,￥229,￥0,黑曜石色/白色,['all'],"['经典邂逅灯芯绒', 'NikeLab H86 JDI 运动帽的正面中央绣有经典标语，搭配灯芯绒元素，带来工装风范。', '其他细节', '正面绣有\xa0“Just Do It.”', '每块拼接均配置孔眼，帮助保持凉爽', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 黑曜石色/白色', '款式： BV3032-451', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/bpodzwibqcu0fvkpecyr/nikelab-h86-jdi-运动帽-vsjg7t.jpg'],JDI 运动帽,19,womens,2,https://www.nike.com/cn/t/nikelab-h86-jdi-%E8%BF%90%E5%8A%A8%E5%B8%BD-vsjg7t/BV3032-451
Nike NRG AW84,882767-013,￥229,￥0,黑/黑/白色/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hmbvkbrtj0czzzylaqyp/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,20,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-013
Nike NRG AW84,882767-101,￥229,￥0,白色/黑/白色/白色,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/wyehzsgppc9qugerpqik/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,20,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-101
Nike NRG AW84,882767-439,￥229,￥0,钴蓝色/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mrjgvs787lny3tzekwrx/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,20,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-439
Nike NRG AW84,882767-100,￥229,￥0,白色/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/qfsdnsadv9uhadwsym2l/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,20,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-100
Nike NRG AW84,882767-011,￥229,￥0,黑/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xg1ywcqgnln8lkay2rft/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,20,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-011
Jordan Pro Shield,AA5748-010,￥299,￥0,黑/白色,['all'],"['温暖包覆', 'Jordan Pro Shield 可调节运动帽采用耐用不易撕裂面料，巧搭经典细节和起绒耳部护翼，在寒冷天气中营造温暖包覆体验。', '其他细节', '不易撕裂面料经久耐用', '起绒耳部护翼，营造温暖包覆效果', '可调式设计，缔造专属贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/qwr8whdrto5blowscp7n/jordan-pro-shield-可调节运动帽-Xqtsjj.jpg'],可调节运动帽,21,womens,2,https://www.nike.com/cn/t/jordan-pro-shield-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-Xqtsjj/AA5748-010
Jordan Pro Shield,AA5748-072,￥299,￥0,浅骨色/白色,['all'],"['温暖包覆', 'Jordan Pro Shield 可调节运动帽采用耐用不易撕裂面料，巧搭经典细节和起绒耳部护翼，在寒冷天气中营造温暖包覆体验。', '其他细节', '不易撕裂面料经久耐用', '起绒耳部护翼，营造温暖包覆效果', '可调式设计，缔造专属贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/pu5trpovr8bkwgegizce/jordan-pro-shield-可调节运动帽-Xqtsjj.jpg'],可调节运动帽,21,womens,2,https://www.nike.com/cn/t/jordan-pro-shield-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-Xqtsjj/AA5748-072
Nike Sportswear Air True,805063-100,￥199,￥0,白色/白色/黑,['all'],"['酷爽包覆', 'Nike Sportswear Air True 按扣式运动帽采用透气面料，结合刺绣孔眼设计，助你保持干爽舒适。', '其他细节', '刺绣孔眼提升透气效果', '按扣式扣带设计，打造可调节的个性化贴合感', '六片式拼接设计，缔造经典舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 白色/白色/黑', '款式： 805063-100', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/adpbubl9lyt3k9iomh9g/sportswear-air-true-按扣式运动帽-QTz3zx.jpg'],按扣式运动帽,23,womens,2,https://www.nike.com/cn/t/sportswear-air-true-%E6%8C%89%E6%89%A3%E5%BC%8F%E8%BF%90%E5%8A%A8%E5%B8%BD-QTz3zx/805063-100
